,drug_a_name,drug_b_name,cell_line,synergy,fold
5-FU_GELDANAMYCIN_NCIH2122,5-FU,GELDANAMYCIN,NCIH2122,-0.05318505145720949,4
5-FU_GELDANAMYCIN_NCIH23,5-FU,GELDANAMYCIN,NCIH23,-0.08669685185514012,4
5-FU_GELDANAMYCIN_NCIH460,5-FU,GELDANAMYCIN,NCIH460,0.004108644192266983,4
5-FU_GELDANAMYCIN_NCIH520,5-FU,GELDANAMYCIN,NCIH520,-0.04981343597514172,4
5-FU_GELDANAMYCIN_OCUBM,5-FU,GELDANAMYCIN,OCUBM,0.06795013996065388,4
5-FU_GELDANAMYCIN_OV90,5-FU,GELDANAMYCIN,OV90,-0.008709808101178048,4
5-FU_GELDANAMYCIN_OVCAR3,5-FU,GELDANAMYCIN,OVCAR3,-0.02300035304504938,4
5-FU_GELDANAMYCIN_PA1,5-FU,GELDANAMYCIN,PA1,0.05089396053901772,4
5-FU_GELDANAMYCIN_RKO,5-FU,GELDANAMYCIN,RKO,-0.013003498464317776,4
5-FU_GELDANAMYCIN_RPMI7951,5-FU,GELDANAMYCIN,RPMI7951,-0.03950132585158583,4
5-FU_GELDANAMYCIN_SKMEL30,5-FU,GELDANAMYCIN,SKMEL30,-0.2539026404381137,4
5-FU_GELDANAMYCIN_SKMES1,5-FU,GELDANAMYCIN,SKMES1,-0.046789874005388185,4
5-FU_GELDANAMYCIN_SKOV3,5-FU,GELDANAMYCIN,SKOV3,-0.013958429076210373,4
5-FU_GELDANAMYCIN_SW620,5-FU,GELDANAMYCIN,SW620,-0.007367280570813062,4
5-FU_GELDANAMYCIN_SW837,5-FU,GELDANAMYCIN,SW837,-0.11246365916256598,4
5-FU_GELDANAMYCIN_T47D,5-FU,GELDANAMYCIN,T47D,0.09025302757811682,4
5-FU_GELDANAMYCIN_UACC62,5-FU,GELDANAMYCIN,UACC62,-0.01784856193432585,4
5-FU_GELDANAMYCIN_UWB1289BRCA1,5-FU,GELDANAMYCIN,UWB1289BRCA1,0.02395069324898017,4
5-FU_GELDANAMYCIN_UWB1289,5-FU,GELDANAMYCIN,UWB1289,0.011064704213852208,4
5-FU_GELDANAMYCIN_VCAP,5-FU,GELDANAMYCIN,VCAP,0.07782638063592145,4
5-FU_GELDANAMYCIN_ZR751,5-FU,GELDANAMYCIN,ZR751,-0.054030187376919246,4
5-FU_L778123_A2058,5-FU,L778123,A2058,0.05044973190732381,1
5-FU_L778123_A2780,5-FU,L778123,A2780,0.04954053847655885,1
5-FU_L778123_A375,5-FU,L778123,A375,0.014252608532041862,1
5-FU_L778123_A427,5-FU,L778123,A427,0.011399049963674555,1
5-FU_L778123_CAOV3,5-FU,L778123,CAOV3,-0.09988784479793703,1
5-FU_L778123_COLO320DM,5-FU,L778123,COLO320DM,-0.017482611081492024,1
5-FU_L778123_DLD1,5-FU,L778123,DLD1,0.03684804398030766,1
5-FU_L778123_EFM192B,5-FU,L778123,EFM192B,-0.13040450095485556,1
5-FU_L778123_ES2,5-FU,L778123,ES2,0.03706743809642863,1
5-FU_L778123_HCT116,5-FU,L778123,HCT116,0.006996251043470198,1
5-FU_L778123_HT144,5-FU,L778123,HT144,-0.0515376447493362,1
5-FU_L778123_HT29,5-FU,L778123,HT29,0.054446022795855524,1
5-FU_L778123_KPL1,5-FU,L778123,KPL1,-0.09199167858422981,1
5-FU_L778123_LNCAP,5-FU,L778123,LNCAP,-0.045846829288555796,1
5-FU_L778123_LOVO,5-FU,L778123,LOVO,-0.05799752086778738,1
5-FU_L778123_MDAMB436,5-FU,L778123,MDAMB436,-0.03747231705169251,1
5-FU_L778123_MSTO,5-FU,L778123,MSTO,-0.0065207512617517765,1
5-FU_L778123_NCIH1650,5-FU,L778123,NCIH1650,-0.029617286552988516,1
5-FU_L778123_NCIH2122,5-FU,L778123,NCIH2122,-0.12686646255520073,1
5-FU_L778123_NCIH23,5-FU,L778123,NCIH23,-0.07087420682769169,1
5-FU_L778123_NCIH460,5-FU,L778123,NCIH460,-0.03361630044264913,1
5-FU_L778123_NCIH520,5-FU,L778123,NCIH520,0.020390394838110733,1
5-FU_L778123_OCUBM,5-FU,L778123,OCUBM,-0.018469787801558887,1
5-FU_L778123_OV90,5-FU,L778123,OV90,0.05584414720304069,1
5-FU_L778123_OVCAR3,5-FU,L778123,OVCAR3,0.07917820580797716,1
5-FU_L778123_PA1,5-FU,L778123,PA1,0.0996997924184313,1
5-FU_L778123_RKO,5-FU,L778123,RKO,-0.041101569193619125,1
5-FU_L778123_RPMI7951,5-FU,L778123,RPMI7951,-0.052790077277046626,1
5-FU_L778123_SKMEL30,5-FU,L778123,SKMEL30,-0.35102447089656874,1
5-FU_L778123_SKMES1,5-FU,L778123,SKMES1,-0.0619934020942622,1
5-FU_L778123_SKOV3,5-FU,L778123,SKOV3,0.042096589394509096,1
5-FU_L778123_SW620,5-FU,L778123,SW620,0.015850854549364746,1
5-FU_L778123_SW837,5-FU,L778123,SW837,-0.03234930777050128,1
5-FU_L778123_T47D,5-FU,L778123,T47D,0.0030891468173213435,1
5-FU_L778123_UACC62,5-FU,L778123,UACC62,0.0016205332544000882,1
5-FU_L778123_UWB1289BRCA1,5-FU,L778123,UWB1289BRCA1,-0.007838856536788289,1
5-FU_L778123_UWB1289,5-FU,L778123,UWB1289,-0.04122790328970202,1
5-FU_L778123_VCAP,5-FU,L778123,VCAP,0.07839249599401894,1
5-FU_L778123_ZR751,5-FU,L778123,ZR751,-0.06306292835837962,1
5-FU_LAPATINIB_A2058,5-FU,LAPATINIB,A2058,0.08246259102003223,1
5-FU_LAPATINIB_A2780,5-FU,LAPATINIB,A2780,0.12729097279400603,1
5-FU_LAPATINIB_A375,5-FU,LAPATINIB,A375,-0.008925318790006541,1
5-FU_LAPATINIB_A427,5-FU,LAPATINIB,A427,-0.0007899781643049275,1
5-FU_LAPATINIB_CAOV3,5-FU,LAPATINIB,CAOV3,0.020142638005765677,1
5-FU_LAPATINIB_COLO320DM,5-FU,LAPATINIB,COLO320DM,0.007280853301005953,1
5-FU_LAPATINIB_DLD1,5-FU,LAPATINIB,DLD1,0.0074019669235431615,1
5-FU_LAPATINIB_EFM192B,5-FU,LAPATINIB,EFM192B,-0.12103030530361489,1
5-FU_LAPATINIB_ES2,5-FU,LAPATINIB,ES2,0.010989120136983298,1
5-FU_LAPATINIB_HCT116,5-FU,LAPATINIB,HCT116,0.011486626744782784,1
5-FU_LAPATINIB_HT144,5-FU,LAPATINIB,HT144,0.019111341351477393,1
5-FU_LAPATINIB_HT29,5-FU,LAPATINIB,HT29,0.10143771742889696,1
5-FU_LAPATINIB_KPL1,5-FU,LAPATINIB,KPL1,-0.049364584716379376,1
5-FU_LAPATINIB_LNCAP,5-FU,LAPATINIB,LNCAP,-0.06964862552939395,1
5-FU_LAPATINIB_LOVO,5-FU,LAPATINIB,LOVO,-0.02635441437190569,1
5-FU_LAPATINIB_MDAMB436,5-FU,LAPATINIB,MDAMB436,-0.012426794926954539,1
5-FU_LAPATINIB_MSTO,5-FU,LAPATINIB,MSTO,-0.174557202300683,1
5-FU_LAPATINIB_NCIH1650,5-FU,LAPATINIB,NCIH1650,-0.035512171449015556,1
5-FU_LAPATINIB_NCIH2122,5-FU,LAPATINIB,NCIH2122,-0.010789736989966069,1
5-FU_LAPATINIB_NCIH23,5-FU,LAPATINIB,NCIH23,-0.03414729931102506,1
5-FU_LAPATINIB_NCIH460,5-FU,LAPATINIB,NCIH460,-0.03860022616091362,1
5-FU_LAPATINIB_NCIH520,5-FU,LAPATINIB,NCIH520,-0.013136357447184242,1
5-FU_LAPATINIB_OCUBM,5-FU,LAPATINIB,OCUBM,-0.03884949412411312,1
5-FU_LAPATINIB_OV90,5-FU,LAPATINIB,OV90,-0.0517377305809492,1
5-FU_LAPATINIB_OVCAR3,5-FU,LAPATINIB,OVCAR3,-0.04529049279089806,1
5-FU_LAPATINIB_PA1,5-FU,LAPATINIB,PA1,0.1208044430579102,1
5-FU_LAPATINIB_RKO,5-FU,LAPATINIB,RKO,0.02208577277640562,1
5-FU_LAPATINIB_RPMI7951,5-FU,LAPATINIB,RPMI7951,-0.00265539141789152,1
5-FU_LAPATINIB_SKMEL30,5-FU,LAPATINIB,SKMEL30,0.06485698145623697,1
5-FU_LAPATINIB_SKMES1,5-FU,LAPATINIB,SKMES1,-0.07495954162900083,1
5-FU_LAPATINIB_SKOV3,5-FU,LAPATINIB,SKOV3,-0.011376212938189686,1
5-FU_LAPATINIB_SW620,5-FU,LAPATINIB,SW620,0.032187638811395046,1
5-FU_LAPATINIB_SW837,5-FU,LAPATINIB,SW837,-0.06496490929252732,1
5-FU_LAPATINIB_T47D,5-FU,LAPATINIB,T47D,-0.0833415786062662,1
5-FU_LAPATINIB_UACC62,5-FU,LAPATINIB,UACC62,0.014471944583042837,1
5-FU_LAPATINIB_UWB1289BRCA1,5-FU,LAPATINIB,UWB1289BRCA1,0.007375423250263163,1
5-FU_LAPATINIB_UWB1289,5-FU,LAPATINIB,UWB1289,-0.023519571712428758,1
5-FU_LAPATINIB_VCAP,5-FU,LAPATINIB,VCAP,0.05568977039819665,1
5-FU_LAPATINIB_ZR751,5-FU,LAPATINIB,ZR751,-0.08372805974442661,1
5-FU_MK-2206_A2058,5-FU,MK-2206,A2058,0.06625564508841171,2
5-FU_MK-2206_A2780,5-FU,MK-2206,A2780,0.0871713123292563,2
5-FU_MK-2206_A375,5-FU,MK-2206,A375,0.004874070788294008,2
5-FU_MK-2206_A427,5-FU,MK-2206,A427,-0.00564457136791289,2
5-FU_MK-2206_CAOV3,5-FU,MK-2206,CAOV3,0.07867791602199464,2
5-FU_MK-2206_COLO320DM,5-FU,MK-2206,COLO320DM,-0.0028562741150294606,2
5-FU_MK-2206_DLD1,5-FU,MK-2206,DLD1,0.027671583285206844,2
5-FU_MK-2206_EFM192B,5-FU,MK-2206,EFM192B,-0.08096326681162085,2
5-FU_MK-2206_ES2,5-FU,MK-2206,ES2,-0.005888269903823025,2
5-FU_MK-2206_HCT116,5-FU,MK-2206,HCT116,-0.0085494808096011,2
5-FU_MK-2206_HT144,5-FU,MK-2206,HT144,-0.03640374641945899,2
5-FU_MK-2206_HT29,5-FU,MK-2206,HT29,0.04961446579987761,2
5-FU_MK-2206_KPL1,5-FU,MK-2206,KPL1,-0.01768162574849433,2
5-FU_MK-2206_LNCAP,5-FU,MK-2206,LNCAP,-0.030911036454815764,2
5-FU_MK-2206_LOVO,5-FU,MK-2206,LOVO,-0.07132804884624666,2
5-FU_MK-2206_MDAMB436,5-FU,MK-2206,MDAMB436,-0.014024519711897703,2
5-FU_MK-2206_MSTO,5-FU,MK-2206,MSTO,-0.05521307413135151,2
5-FU_MK-2206_NCIH1650,5-FU,MK-2206,NCIH1650,-0.015627164730911844,2
5-FU_MK-2206_NCIH2122,5-FU,MK-2206,NCIH2122,-0.03967255523356303,2
5-FU_MK-2206_NCIH23,5-FU,MK-2206,NCIH23,-0.0442671922603414,2
5-FU_MK-2206_NCIH460,5-FU,MK-2206,NCIH460,0.011190773113395471,2
5-FU_MK-2206_NCIH520,5-FU,MK-2206,NCIH520,-0.06331487378457591,2
5-FU_MK-2206_OCUBM,5-FU,MK-2206,OCUBM,-0.018210874102239274,2
5-FU_MK-2206_OV90,5-FU,MK-2206,OV90,-0.04540016552882684,2
5-FU_MK-2206_OVCAR3,5-FU,MK-2206,OVCAR3,-0.0444823277175843,2
5-FU_MK-2206_PA1,5-FU,MK-2206,PA1,0.11300506596244789,2
5-FU_MK-2206_RKO,5-FU,MK-2206,RKO,0.011899280026216076,2
5-FU_MK-2206_RPMI7951,5-FU,MK-2206,RPMI7951,-0.015085583313842008,2
5-FU_MK-2206_SKMEL30,5-FU,MK-2206,SKMEL30,0.03014806118738702,2
5-FU_MK-2206_SKMES1,5-FU,MK-2206,SKMES1,-0.061439225975360466,2
5-FU_MK-2206_SKOV3,5-FU,MK-2206,SKOV3,0.012878919388812981,2
5-FU_MK-2206_SW620,5-FU,MK-2206,SW620,0.002411220582832503,2
5-FU_MK-2206_SW837,5-FU,MK-2206,SW837,-0.08570160384603154,2
5-FU_MK-2206_T47D,5-FU,MK-2206,T47D,-0.07652766840122069,2
5-FU_MK-2206_UACC62,5-FU,MK-2206,UACC62,-0.012754049064814858,2
5-FU_MK-2206_UWB1289BRCA1,5-FU,MK-2206,UWB1289BRCA1,0.02117904321588113,2
5-FU_MK-2206_UWB1289,5-FU,MK-2206,UWB1289,-0.0204017466272763,2
5-FU_MK-2206_VCAP,5-FU,MK-2206,VCAP,0.020794096903294854,2
5-FU_MK-2206_ZR751,5-FU,MK-2206,ZR751,-0.05933051471130445,2
5-FU_MK-4827_A2058,5-FU,MK-4827,A2058,-0.04360953698320208,3
5-FU_MK-4827_A2780,5-FU,MK-4827,A2780,0.0761404161563283,3
5-FU_MK-4827_A375,5-FU,MK-4827,A375,0.010460634896709842,3
5-FU_MK-4827_A427,5-FU,MK-4827,A427,-0.0038317117747551956,3
5-FU_MK-4827_CAOV3,5-FU,MK-4827,CAOV3,0.024532388602794268,3
5-FU_MK-4827_COLO320DM,5-FU,MK-4827,COLO320DM,-0.0002678325760070502,3
5-FU_MK-4827_DLD1,5-FU,MK-4827,DLD1,-0.009091138681743598,3
5-FU_MK-4827_EFM192B,5-FU,MK-4827,EFM192B,-0.05470193072132283,3
5-FU_MK-4827_ES2,5-FU,MK-4827,ES2,-0.005367415953053997,3
5-FU_MK-4827_HCT116,5-FU,MK-4827,HCT116,0.004197847962200961,3
5-FU_MK-4827_HT144,5-FU,MK-4827,HT144,-0.03382675877536867,3
5-FU_MK-4827_HT29,5-FU,MK-4827,HT29,0.08824806814563975,3
5-FU_MK-4827_KPL1,5-FU,MK-4827,KPL1,-0.09577321378847566,3
5-FU_MK-4827_LNCAP,5-FU,MK-4827,LNCAP,-0.12163804762538855,3
5-FU_MK-4827_LOVO,5-FU,MK-4827,LOVO,-0.07993378019893493,3
5-FU_MK-4827_MDAMB436,5-FU,MK-4827,MDAMB436,-0.09895129547618264,3
5-FU_MK-4827_MSTO,5-FU,MK-4827,MSTO,-0.19883659706081958,3
5-FU_MK-4827_NCIH1650,5-FU,MK-4827,NCIH1650,-0.05181772221134888,3
5-FU_MK-4827_NCIH2122,5-FU,MK-4827,NCIH2122,-0.02383501556672962,3
5-FU_MK-4827_NCIH23,5-FU,MK-4827,NCIH23,-0.0799442482008948,3
5-FU_MK-4827_NCIH460,5-FU,MK-4827,NCIH460,-0.025001141063686914,3
5-FU_MK-4827_NCIH520,5-FU,MK-4827,NCIH520,-0.030854623077082522,3
5-FU_MK-4827_OCUBM,5-FU,MK-4827,OCUBM,0.015264258771890894,3
5-FU_MK-4827_OV90,5-FU,MK-4827,OV90,-0.03438606150742681,3
5-FU_MK-4827_OVCAR3,5-FU,MK-4827,OVCAR3,-0.06861682495034753,3
5-FU_MK-4827_PA1,5-FU,MK-4827,PA1,0.06492339880993822,3
5-FU_MK-4827_RKO,5-FU,MK-4827,RKO,-0.04353531364316165,3
5-FU_MK-4827_RPMI7951,5-FU,MK-4827,RPMI7951,0.014867959950340296,3
5-FU_MK-4827_SKMEL30,5-FU,MK-4827,SKMEL30,0.05527728267041438,3
5-FU_MK-4827_SKMES1,5-FU,MK-4827,SKMES1,-0.052767398773153104,3
5-FU_MK-4827_SKOV3,5-FU,MK-4827,SKOV3,-0.0040340335310749195,3
5-FU_MK-4827_SW620,5-FU,MK-4827,SW620,-0.015374752006844555,3
5-FU_MK-4827_SW837,5-FU,MK-4827,SW837,-0.12329391570306905,3
5-FU_MK-4827_T47D,5-FU,MK-4827,T47D,-0.08695356392534544,3
5-FU_MK-4827_UACC62,5-FU,MK-4827,UACC62,-0.03222932399179151,3
5-FU_MK-4827_UWB1289BRCA1,5-FU,MK-4827,UWB1289BRCA1,-0.01932393780589626,3
5-FU_MK-4827_UWB1289,5-FU,MK-4827,UWB1289,-0.1023250939597912,3
5-FU_MK-4827_VCAP,5-FU,MK-4827,VCAP,0.08926581499462878,3
5-FU_MK-4827_ZR751,5-FU,MK-4827,ZR751,-0.0937952123591201,3
5-FU_MK-5108_A2058,5-FU,MK-5108,A2058,0.06276221577409426,2
5-FU_MK-5108_A2780,5-FU,MK-5108,A2780,0.08399300246574415,2
5-FU_MK-5108_A375,5-FU,MK-5108,A375,0.03072827967931134,2
5-FU_MK-5108_A427,5-FU,MK-5108,A427,-0.002273655571402359,2
5-FU_MK-5108_CAOV3,5-FU,MK-5108,CAOV3,0.08667896798987983,2
5-FU_MK-5108_COLO320DM,5-FU,MK-5108,COLO320DM,-0.0036758860737885236,2
5-FU_MK-5108_DLD1,5-FU,MK-5108,DLD1,-0.006382286171094272,2
5-FU_MK-5108_EFM192B,5-FU,MK-5108,EFM192B,-0.04442438359415456,2
5-FU_MK-5108_ES2,5-FU,MK-5108,ES2,0.030851556222712816,2
5-FU_MK-5108_HCT116,5-FU,MK-5108,HCT116,0.04064904714151077,2
5-FU_MK-5108_HT144,5-FU,MK-5108,HT144,-0.008125650588152539,2
5-FU_MK-5108_HT29,5-FU,MK-5108,HT29,0.10859398320625423,2
5-FU_MK-5108_KPL1,5-FU,MK-5108,KPL1,-0.08984055268934317,2
5-FU_MK-5108_LNCAP,5-FU,MK-5108,LNCAP,-0.10851410855553753,2
5-FU_MK-5108_LOVO,5-FU,MK-5108,LOVO,-0.006490211786642976,2
5-FU_MK-5108_MDAMB436,5-FU,MK-5108,MDAMB436,-0.01868345195146247,2
5-FU_MK-5108_MSTO,5-FU,MK-5108,MSTO,-0.15221238685573968,2
5-FU_MK-5108_NCIH1650,5-FU,MK-5108,NCIH1650,-0.021185529370203862,2
5-FU_MK-5108_NCIH2122,5-FU,MK-5108,NCIH2122,-0.03900838125680475,2
5-FU_MK-5108_NCIH23,5-FU,MK-5108,NCIH23,-0.06919309401141607,2
5-FU_MK-5108_NCIH460,5-FU,MK-5108,NCIH460,-0.03298571965354251,2
5-FU_MK-5108_NCIH520,5-FU,MK-5108,NCIH520,-0.04015737576825247,2
5-FU_MK-5108_OCUBM,5-FU,MK-5108,OCUBM,0.023873913171298278,2
5-FU_MK-5108_OV90,5-FU,MK-5108,OV90,-0.0034023324174549396,2
5-FU_MK-5108_OVCAR3,5-FU,MK-5108,OVCAR3,-0.002753845307238288,2
5-FU_MK-5108_PA1,5-FU,MK-5108,PA1,0.06798746145010542,2
5-FU_MK-5108_RKO,5-FU,MK-5108,RKO,-0.014331018427204231,2
5-FU_MK-5108_RPMI7951,5-FU,MK-5108,RPMI7951,-0.009208151453853456,2
5-FU_MK-5108_SKMEL30,5-FU,MK-5108,SKMEL30,0.09015337433192737,2
5-FU_MK-5108_SKMES1,5-FU,MK-5108,SKMES1,-0.09416499416358401,2
5-FU_MK-5108_SKOV3,5-FU,MK-5108,SKOV3,0.04612507073581856,2
5-FU_MK-5108_SW620,5-FU,MK-5108,SW620,0.02682672965851801,2
5-FU_MK-5108_SW837,5-FU,MK-5108,SW837,-0.009446739941245574,2
5-FU_MK-5108_T47D,5-FU,MK-5108,T47D,-0.05726957549804898,2
5-FU_MK-5108_UACC62,5-FU,MK-5108,UACC62,0.018283358126990914,2
5-FU_MK-5108_UWB1289BRCA1,5-FU,MK-5108,UWB1289BRCA1,-0.009459325342330321,2
5-FU_MK-5108_UWB1289,5-FU,MK-5108,UWB1289,-0.07419086961085064,2
5-FU_MK-5108_VCAP,5-FU,MK-5108,VCAP,0.09732829155039113,2
5-FU_MK-5108_ZR751,5-FU,MK-5108,ZR751,-0.09250448345280983,2
5-FU_MK-8669_A2058,5-FU,MK-8669,A2058,0.05347724393218363,0
5-FU_MK-8669_A2780,5-FU,MK-8669,A2780,0.07455545918160555,0
5-FU_MK-8669_A375,5-FU,MK-8669,A375,0.004477984506673201,0
5-FU_MK-8669_A427,5-FU,MK-8669,A427,0.01596647860525384,0
5-FU_MK-8669_CAOV3,5-FU,MK-8669,CAOV3,0.016539087431135333,0
5-FU_MK-8669_COLO320DM,5-FU,MK-8669,COLO320DM,-0.0017644441811972,0
5-FU_MK-8669_DLD1,5-FU,MK-8669,DLD1,0.039747536874142946,0
5-FU_MK-8669_EFM192B,5-FU,MK-8669,EFM192B,-0.07700192877852693,0
5-FU_MK-8669_ES2,5-FU,MK-8669,ES2,0.00299993728090283,0
5-FU_MK-8669_HCT116,5-FU,MK-8669,HCT116,0.004893519112200366,0
5-FU_MK-8669_HT144,5-FU,MK-8669,HT144,-0.024211869924756782,0
5-FU_MK-8669_HT29,5-FU,MK-8669,HT29,0.04339650682530735,0
5-FU_MK-8669_KPL1,5-FU,MK-8669,KPL1,-0.009439837719419471,0
5-FU_MK-8669_LNCAP,5-FU,MK-8669,LNCAP,0.0081520968094472,0
5-FU_MK-8669_LOVO,5-FU,MK-8669,LOVO,-0.04286347703518284,0
5-FU_MK-8669_MDAMB436,5-FU,MK-8669,MDAMB436,-0.0343828768388188,0
5-FU_MK-8669_MSTO,5-FU,MK-8669,MSTO,-0.08095706678976292,0
5-FU_MK-8669_NCIH1650,5-FU,MK-8669,NCIH1650,-0.04658691356158707,0
5-FU_MK-8669_NCIH2122,5-FU,MK-8669,NCIH2122,0.013395620145888043,0
5-FU_MK-8669_NCIH23,5-FU,MK-8669,NCIH23,-0.009171144753340955,0
5-FU_MK-8669_NCIH460,5-FU,MK-8669,NCIH460,0.015543340702011549,0
5-FU_MK-8669_NCIH520,5-FU,MK-8669,NCIH520,-0.03716751251422314,0
5-FU_MK-8669_OCUBM,5-FU,MK-8669,OCUBM,0.027339453963743862,0
5-FU_MK-8669_OV90,5-FU,MK-8669,OV90,-0.031660815561147714,0
5-FU_MK-8669_OVCAR3,5-FU,MK-8669,OVCAR3,-0.08569612876560037,0
5-FU_MK-8669_PA1,5-FU,MK-8669,PA1,0.13229808730351456,0
5-FU_MK-8669_RKO,5-FU,MK-8669,RKO,-0.0002081163809989836,0
5-FU_MK-8669_RPMI7951,5-FU,MK-8669,RPMI7951,-0.03202216988610528,0
5-FU_MK-8669_SKMEL30,5-FU,MK-8669,SKMEL30,0.08166306562372935,0
5-FU_MK-8669_SKMES1,5-FU,MK-8669,SKMES1,-0.013868934823782451,0
5-FU_MK-8669_SKOV3,5-FU,MK-8669,SKOV3,0.04721422878658321,0
5-FU_MK-8669_SW620,5-FU,MK-8669,SW620,0.020997002376351916,0
5-FU_MK-8669_SW837,5-FU,MK-8669,SW837,-0.026829177600569108,0
5-FU_MK-8669_T47D,5-FU,MK-8669,T47D,0.021488937527801292,0
5-FU_MK-8669_UACC62,5-FU,MK-8669,UACC62,-0.015293791384098657,0
5-FU_MK-8669_UWB1289BRCA1,5-FU,MK-8669,UWB1289BRCA1,0.016934974046651716,0
5-FU_MK-8669_UWB1289,5-FU,MK-8669,UWB1289,-0.03240962407655586,0
5-FU_MK-8669_VCAP,5-FU,MK-8669,VCAP,0.08056430628610187,0
5-FU_MK-8669_ZR751,5-FU,MK-8669,ZR751,-0.07677460726940791,0
5-FU_MK-8776_A2058,5-FU,MK-8776,A2058,0.09964977753349231,4
5-FU_MK-8776_A2058,5-FU,MK-8776,A2058,0.09964977753349231,4
5-FU_MK-8776_A2780,5-FU,MK-8776,A2780,0.09456555543737338,4
5-FU_MK-8776_A375,5-FU,MK-8776,A375,0.11898308585264156,4
5-FU_MK-8776_A375,5-FU,MK-8776,A375,0.11898308585264156,4
5-FU_MK-8776_A427,5-FU,MK-8776,A427,0.0778466547009587,4
5-FU_MK-8776_A427,5-FU,MK-8776,A427,0.0778466547009587,4
5-FU_MK-8776_CAOV3,5-FU,MK-8776,CAOV3,0.13936366663461894,4
5-FU_MK-8776_CAOV3,5-FU,MK-8776,CAOV3,0.13936366663461894,4
5-FU_MK-8776_COLO320DM,5-FU,MK-8776,COLO320DM,-0.003708156242254559,4
5-FU_MK-8776_COLO320DM,5-FU,MK-8776,COLO320DM,-0.003708156242254559,4
5-FU_MK-8776_DLD1,5-FU,MK-8776,DLD1,0.013300301014811569,4
5-FU_MK-8776_EFM192B,5-FU,MK-8776,EFM192B,0.0497431434215625,4
5-FU_MK-8776_EFM192B,5-FU,MK-8776,EFM192B,0.0497431434215625,4
5-FU_MK-8776_ES2,5-FU,MK-8776,ES2,0.0346002849127137,4
5-FU_MK-8776_ES2,5-FU,MK-8776,ES2,0.0346002849127137,4
5-FU_MK-8776_HCT116,5-FU,MK-8776,HCT116,0.04336243439126037,4
5-FU_MK-8776_HCT116,5-FU,MK-8776,HCT116,0.04336243439126037,4
5-FU_MK-8776_HT144,5-FU,MK-8776,HT144,-0.032014966249339305,4
5-FU_MK-8776_HT29,5-FU,MK-8776,HT29,0.043061311476499387,4
5-FU_MK-8776_HT29,5-FU,MK-8776,HT29,0.043061311476499387,4
5-FU_MK-8776_KPL1,5-FU,MK-8776,KPL1,-0.09901971448133137,4
5-FU_MK-8776_LNCAP,5-FU,MK-8776,LNCAP,-0.02176605111839003,4
5-FU_MK-8776_LOVO,5-FU,MK-8776,LOVO,-0.0012231463706752158,4
5-FU_MK-8776_LOVO,5-FU,MK-8776,LOVO,-0.0012231463706752158,4
5-FU_MK-8776_MDAMB436,5-FU,MK-8776,MDAMB436,0.0810853033207786,4
5-FU_MK-8776_MSTO,5-FU,MK-8776,MSTO,-0.06199162357343957,4
5-FU_MK-8776_NCIH1650,5-FU,MK-8776,NCIH1650,0.02365482359162297,4
5-FU_MK-8776_NCIH1650,5-FU,MK-8776,NCIH1650,0.02365482359162297,4
5-FU_MK-8776_NCIH2122,5-FU,MK-8776,NCIH2122,0.0026943626604428138,4
5-FU_MK-8776_NCIH2122,5-FU,MK-8776,NCIH2122,0.0026943626604428138,4
5-FU_MK-8776_NCIH23,5-FU,MK-8776,NCIH23,-0.04478071901408512,4
5-FU_MK-8776_NCIH23,5-FU,MK-8776,NCIH23,-0.04478071901408512,4
5-FU_MK-8776_NCIH460,5-FU,MK-8776,NCIH460,0.08560247989875731,4
5-FU_MK-8776_NCIH520,5-FU,MK-8776,NCIH520,0.01142710933654422,4
5-FU_MK-8776_OCUBM,5-FU,MK-8776,OCUBM,0.13181867936952718,4
5-FU_MK-8776_OV90,5-FU,MK-8776,OV90,-0.01084902612001994,4
5-FU_MK-8776_OVCAR3,5-FU,MK-8776,OVCAR3,-0.008548435099360468,4
5-FU_MK-8776_PA1,5-FU,MK-8776,PA1,0.012276327885700817,4
5-FU_MK-8776_PA1,5-FU,MK-8776,PA1,0.012276327885700817,4
5-FU_MK-8776_RKO,5-FU,MK-8776,RKO,-0.02623863072670533,4
5-FU_MK-8776_RPMI7951,5-FU,MK-8776,RPMI7951,0.04398025420773198,4
5-FU_MK-8776_SKMEL30,5-FU,MK-8776,SKMEL30,-0.3709854830750705,4
5-FU_MK-8776_SKMES1,5-FU,MK-8776,SKMES1,0.06042839186719489,4
5-FU_MK-8776_SKOV3,5-FU,MK-8776,SKOV3,0.011985784036481043,4
5-FU_MK-8776_SW620,5-FU,MK-8776,SW620,0.03248298615774792,4
5-FU_MK-8776_SW620,5-FU,MK-8776,SW620,0.03248298615774792,4
5-FU_MK-8776_SW837,5-FU,MK-8776,SW837,-0.13511414540306,4
5-FU_MK-8776_T47D,5-FU,MK-8776,T47D,0.1114484545075083,4
5-FU_MK-8776_UACC62,5-FU,MK-8776,UACC62,-0.018764279275404982,4
5-FU_MK-8776_UWB1289BRCA1,5-FU,MK-8776,UWB1289BRCA1,-0.04340492893156329,4
5-FU_MK-8776_UWB1289,5-FU,MK-8776,UWB1289,-0.04382708942870539,4
5-FU_MK-8776_VCAP,5-FU,MK-8776,VCAP,0.056230035835167266,4
5-FU_MK-8776_ZR751,5-FU,MK-8776,ZR751,-0.14323679638812545,4
5-FU_PD325901_A2058,5-FU,PD325901,A2058,0.01739464550123721,0
